  2795, 263,  24,   1
    2815, 268,  69,   2
    2835, 266,  50,   3
    2855, 266,  52,   4
    2875, 266,  53,   5
    2895, 266,  50,   6
    2915, 266,  49,   7
    2935, 266,  48,   8
    2955, 266,  47,   9
    2975, 266,  47,  10
    2995, 266,  47,  11
    3015, 265,  45,  12
    3035, 265,  44,  13
    3055, 265,  43,  14
    3075, 265,  42,  15
    3095, 265,  40,  16
    3115, 265,  39,  17
    3135, 265,  39,  18
    3155, 265,  37,  19
    3175, 265,  37,  20
    3195, 264,  35,  21
    3215, 264,  34,  22
    3235, 264,  34,  23
    3255, 264,  33,  24
    3275, 264,  33,  25
    3295, 264,  32,  26
    3315, 264,  32,  27
    3335, 264,  30,  28
    3355, 264,  30,  29
    3375, 264,  29,  30
    3395, 312, 195,  31
    3415, 264,  29,  32
    3435, 264,  28,  33
    3455, 264,  27,  34
    3476, 264,  27,  35
    3496, 264,  27,  36
    3516, 264,  25,  37
    3536, 264,  25,  38
    3556, 263,  23,  39
    3576, 263,  23,  40
    3596, 263,  22,  41
    3616, 263,  22,  42
    3636, 263,  22,  43
    3656, 263,  21,  44
    3676, 263,  19,  45
    3696, 261,   0,  46
    3716, 258, 319,  47
    3736, 262,   4,  48
    3756, 262,   4,  49
    3776, 262,   3,  50
    3796, 262,   3,  51
    3816, 262,   3,  52
    3836, 261,   2,  53
    3856, 262,   3,  54
    3876, 261,   2,  55
    3896, 261,   1,  56
    3916, 261,   2,  57
    3936, 261,   0,  58
    3956, 261,   1,  59
    3976, 261,   1,  60
    3996, 345, 202,  61
    4016, 261,   0,  62
    4036, 261, 359,  63
    4056, 261,   0,  64
    4076, 261, 359,  65
    4096, 261,   0,  66
    4116, 261, 359,  67
    4136, 261, 358,  68
    4156, 261, 359,  69
    4177, 261, 358,  70
    4197, 261, 359,  71
    4217, 261, 358,  72
    4237, 261, 358,  73
    4257, 261, 355,  74
    4277, 259, 334,  75
    4297, 259, 339,  76
    4317, 259, 340,  77
    4337, 259, 338,  78
    4357, 259, 337,  79
    4377, 259, 337,  80
    4397, 259, 337,  81
    4417, 259, 336,  82
    4437, 259, 335,  83
    4457, 259, 334,  84
    4477, 259, 334,  85
    4497, 259, 333,  86
    4517, 259, 332,  87
    4537, 259, 332,  88
    4557, 259, 331,  89
    4577, 259, 331,  90
    4597, 259, 331,  91
    4617, 259, 330,  92
    4637, 258, 329,  93
    4657, 258, 329,  94
    4677, 258, 328,  95
    4697, 258, 327,  96
    4717, 258, 327,  97
    4737, 258, 326,  98
    4757, 258, 325,  99
    4777, 258, 323, 100
    4797, 258, 322, 101
    4817, 258, 321, 102
    4837, 258, 319, 103
    4857, 258, 319, 104
    4878, 257, 317, 105
    4898, 266,  49, 106
    4918, 257, 314, 107
    4938, 257, 314, 108
    4958, 257, 312, 109
    4978, 257, 311, 110
    4998, 257, 309, 111
    5018, 257, 309, 112
    5038, 257, 308, 113
    5058, 257, 308, 114
    5078, 256, 306, 115
    5098, 256, 305, 116
    5118, 256, 303, 117
    5138, 252, 259, 118
    5158, 256, 301, 119
    5178, 256, 300, 120
    5198, 256, 299, 121
    5218, 256, 299, 122
    5238, 256, 296, 123
    5258, 255, 294, 124
    5278, 255, 294, 125
    5298, 255, 292, 126
    5318, 255, 291, 127
    5338, 255, 290, 128
    5358, 255, 288, 129
    5378, 255, 288, 130
    5398, 255, 286, 131
    5418, 255, 286, 132
    5438, 254, 284, 133
    5458, 254, 283, 134
    5478, 254, 282, 135
    5498, 254, 280, 136
    5518, 254, 279, 137
    5538, 254, 278, 138
    5558, 254, 277, 139
    5579, 254, 276, 140
    5599, 253, 274, 141
    5619, 253, 271, 142
    5639, 253, 272, 143
    5659, 253, 270, 144
    5679, 253, 269, 145
    5699, 253, 270, 146
    5719, 253, 268, 147
    5739, 253, 268, 148
    5759, 253, 267, 149
    5779, 253, 266, 150
    5799, 253, 266, 151
    5819, 253, 265, 152
    5839, 253, 264, 153
    5859, 253, 264, 154
    5879, 252, 263, 155
    5899, 252, 262, 156
    5919, 252, 261, 157
    5939, 252, 261, 158
    5959, 252, 260, 159
    5979, 252, 259, 160
    5999, 252, 258, 161
    6019, 252, 257, 162
    6039, 252, 257, 163
    6059, 252, 257, 164
    6079, 252, 256, 165
    6099, 252, 255, 166
    6119, 252, 255, 167
    6139, 252, 254, 168
    6159, 250, 231, 169
    6179, 250, 238, 170
    6199, 250, 236, 171
    6219, 250, 235, 172
    6239, 250, 236, 173
    6259, 250, 236, 174
    6280, 250, 235, 175
    6300, 250, 235, 176
    6320, 250, 235, 177
    6340, 250, 235, 178
    6360, 250, 235, 179
    6380, 250, 233, 180
    6400, 250, 234, 181
    6420, 250, 232, 182
    6440, 250, 232, 183
    6460, 250, 235, 184
    6480, 250, 232, 185
    6500, 250, 233, 186
