    3007, 191, 308, 120
    3017, 191, 307, 121
    3027, 191, 307, 122
    3037, 191, 305, 123
    3047, 191, 303, 124
    3057, 191, 302, 125
    3067, 190, 300, 126
    3077, 190, 299, 127
    3087, 190, 298, 128
    3097, 190, 297, 129
    3107, 190, 296, 130
    3117, 190, 294, 131
    3127, 190, 294, 132
    3137, 190, 293, 133
    3147, 190, 291, 134
    3157, 190, 290, 135
    3167, 189, 290, 136
    3177, 189, 288, 137
    3187, 189, 286, 138
    3197,  76, 126, 139
    3208, 189, 284, 140
    3218, 189, 283, 141
    3228, 189, 282, 142
    3238, 189, 280, 143
    3248, 188, 279, 144
    3258, 188, 279, 145
    3268, 188, 278, 146
    3278, 188, 277, 147
    3288, 188, 277, 148
    3298, 188, 276, 149
    3308, 188, 275, 150
    3318, 188, 273, 151
    3328, 188, 273, 152
    3338, 188, 272, 153
    3348, 188, 272, 154
    3358, 188, 271, 155
    3368, 188, 271, 156
    3378, 188, 271, 157
    3388, 188, 269, 158
    3398, 188, 269, 159
    3408, 188, 268, 160
    3418, 187, 268, 161
    3428, 187, 266, 162
    3438, 187, 265, 163
    3448, 187, 266, 164
    3458, 187, 264, 165
    3468, 187, 264, 166
    3478, 187, 264, 167
    3488, 187, 264, 168
    3498, 186, 250, 169
    3508, 185, 242, 170
    3518, 185, 246, 171
    3528, 185, 246, 172
    3538, 185, 245, 173
    3548, 185, 245, 174
    3559, 185, 245, 175
    3569, 185, 244, 176
    3579, 185, 244, 177
    3589, 185, 244, 178
    3599, 185, 245, 179
    3609, 185, 242, 180
    3619, 185, 242, 181
    3629, 185, 243, 182
    3639, 185, 241, 183
    3649, 185, 244, 184
    3659, 185, 243, 185
    3669, 185, 241, 186
    3679, 185, 243, 187
    3689, 185, 241, 188
    3699, 185, 241, 189
    3709, 185, 241, 190
    3719, 185, 241, 191
    3729, 185, 241, 192
    3739, 185, 240, 193
    3749, 185, 240, 194
    3759, 185, 238, 195
    3769, 183, 224, 196
    3779, 183, 218, 197
    3789, 184, 225, 198
    3799, 183, 222, 199
    3809, 183, 221, 200
    3819, 183, 222, 201
    3829, 183, 220, 202
    3839, 183, 220, 203
    3849, 183, 220, 204
    3859, 183, 219, 205
    3869, 183, 219, 206
    3879, 183, 219, 207
    3889, 183, 217, 208
    3899, 183, 217, 209
    3909, 183, 217, 210
    3920, 183, 215, 211
    3930, 183, 216, 212
    3940, 183, 214, 213
    3950, 183, 214, 214
    3960, 182, 213, 215
    3970, 182, 212, 216
    3980, 182, 211, 217
    3990, 182, 211, 218
    4000, 182, 211, 219
    4010, 182, 209, 220
    4020, 182, 207, 221
    4030, 182, 206, 222
    4040, 182, 206, 223
    4050, 182, 204, 224
    4060, 182, 203, 225
    4070, 182, 202, 226
    4080, 181, 201, 227
    4090, 181, 200, 228
    4100, 181, 199, 229
    4110, 181, 198, 230
    4120, 181, 197, 231
    4130, 181, 197, 232
    4140, 181, 196, 233
    4150,   2,  27, 234
    4160, 181, 194, 235
    4170, 181, 193, 236
    4180, 180, 191, 237
    4190, 180, 190, 238
    4200, 180, 190, 239
    4210, 180, 189, 240
    4220, 180, 187, 241
    4230, 180, 186, 242
    4240, 180, 184, 243
    4250, 180, 184, 244
    4260, 180, 183, 245
    4271, 187, 257, 246
    4281, 180, 180, 247
    4291, 179, 179, 248
    4301, 179, 179, 249
    4311, 179, 178, 250
    4321, 179, 178, 251
    4331, 179, 175, 252
    4341, 179, 174, 253
    4351, 179, 174, 254
    4361, 179, 172, 255
    4371, 179, 171, 256
    4381, 179, 170, 257
    4391, 178, 169, 258
    4401, 178, 167, 259
    4411, 178, 167, 260
    4421, 178, 165, 261
    4431, 178, 164, 262
    4441, 178, 163, 263
    4451, 178, 163, 264
    4461, 178, 162, 265
    4471, 178, 161, 266
    4481, 178, 160, 267
    4491, 178, 159, 268
    4501, 178, 160, 269
    4511, 178, 159, 270
    4521, 177, 158, 271
    4531, 178, 158, 272
    4541, 177, 157, 273
    4551, 177, 157, 274
    4561, 177, 156, 275
    4571, 177, 156, 276
    4581, 177, 155, 277
    4591, 177, 154, 278
    4601, 177, 154, 279
    4612, 177, 153, 280
    4622, 177, 152, 281
    4632, 177, 151, 282
    4642, 177, 151, 283
    4652, 177, 151, 284
    4662, 177, 150, 285
    4672, 177, 150, 286
    4682, 176, 138, 287
    4692, 175, 129, 288
    4702, 175, 133, 289
    4712, 175, 134, 290
    4722, 175, 132, 291
    4732, 343, 175, 292
    4742, 175, 132, 293
    4752, 175, 132, 294
    4762, 175, 132, 295
    4772, 175, 132, 296
    4782, 175, 133, 297
    4792, 175, 132, 298
    4802, 175, 132, 299
    4812, 175, 131, 300
    4822, 175, 132, 301
    4832, 175, 129, 302
    4842, 175, 130, 303
    4852, 175, 131, 304
    4862, 175, 129, 305
    4872, 175, 130, 306
    4882, 175, 129, 307
    4892, 175, 129, 308
    4902, 175, 129, 309
    4912, 175, 129, 310
    4922, 175, 129, 311
    4932, 175, 128, 312
    4942, 175, 128, 313
    4952, 175, 128, 314
    4962, 175, 128, 315
    4973, 175, 125, 316
    4983, 173, 110, 317
    4993, 172, 102, 318
    5003, 173, 108, 319
    5013, 173, 107, 320
    5023, 173, 105, 321
    5033, 173, 106, 322
    5043, 173, 104, 323
    5053, 173, 104, 324
    5063, 173, 104, 325
    5073, 172, 103, 326
    5083, 172, 102, 327
    5093, 172, 101, 328
    5103, 172, 101, 329
    5113, 172,  99, 330
    5123, 172,  99, 331
    5133, 172,  98, 332
    5143, 172,  98, 333
    5153, 172,  97, 334
    5163, 172,  97, 335
    5173, 172,  95, 336
    5183, 172,  95, 337
    5193, 172,  95, 338
    5203, 172,  94, 339
    5213, 172,  92, 340
    5223, 172,  92, 341
    5233, 171,  91, 342
    5243, 171,  88, 343
    5253, 174, 119, 344
    5263, 171,  86, 345
    5273, 171,  85, 346
    5283, 171,  83, 347
    5293, 171,  82, 348
    5303, 170,  80, 349
    5313, 170,  79, 350
    5324, 120, 242, 351
    5334, 170,  77, 352
    5344, 170,  77, 353
    5354, 170,  75, 354
    5364, 170,  74, 355
    5374, 170,  73, 356
    5384, 170,  71, 357
    5394, 340, 141, 358
    5404, 169,  69, 359
    5414, 169,  68,   0
    5424, 169,  66,   1
    5434, 169,  65,   2
    5444, 169,  63,   3
    5454, 169,  61,   4
    5464, 171,  85,   5
    5474, 169,  59,   6
    5484, 168,  58,   7
    5494, 168,  57,   8
    5504, 168,  55,   9
    5514, 168,  55,  10
    5524, 168,  54,  11
    5534, 123, 273,  12
    5544, 168,  52,  13
    5554, 168,  50,  14
    5564, 168,  50,  15
    5574, 168,  49,  16
    5584, 167,  47,  17
    5594, 167,  46,  18
    5604, 167,  46,  19
    5614, 167,  45,  20
    5624, 167,  44,  21
    5634, 167,  42,  22
    5644, 167,  41,  23
    5654, 167,  41,  24
    5665, 167,  41,  25
    5675, 122, 273,  26
    5685, 167,  39,  27
    5695, 167,  39,  28
    5705, 167,  39,  29
    5715, 167,  37,  30
    5725, 166,  37,  31
    5735, 166,  37,  32
    5745, 166,  36,  33
    5755, 166,  35,  34
    5765, 166,  34,  35
    5775, 166,  34,  36
    5785, 166,  33,  37
    5795, 166,  33,  38
    5805, 166,  32,  39
    5815, 166,  32,  40
    5825, 166,  30,  41
    5835, 166,  30,  42
    5845, 166,  30,  43
    5855, 166,  29,  44
    5865, 166,  28,  45
    5875, 165,  17,  46
    5885, 164,   9,  47
    5895, 164,  14,  48
    5905, 164,  13,  49
    5915, 164,  13,  50
    5925, 164,  13,  51
    5935, 164,  12,  52
    5945, 164,  13,  53
    5955, 164,  13,  54
    5965, 164,  12,  55
    5975, 164,  12,  56
    5985, 164,  12,  57
    5995, 164,  11,  58
    6005, 164,  11,  59
    6016, 164,  11,  60
    6026, 164,   9,  61
    6036, 164,  10,  62
    6046, 164,  10,  63
    6056, 164,   9,  64
    6066, 164,  10,  65
    6076, 164,   9,  66
    6086, 164,   9,  67
    6096, 164,  10,  68
    6106, 164,   9,  69
    6116, 164,   8,  70
    6126, 164,   9,  71
    6136, 164,   8,  72
    6146, 164,   7,  73
    6156, 163,   3,  74
    6166, 162, 349,  75
    6176, 162, 348,  76
    6186, 162, 352,  77
    6196, 162, 348,  78
    6206, 162, 349,  79
    6216, 162, 349,  80
    6226, 162, 347,  81
    6236, 162, 348,  82
    6246, 162, 347,  83
    6256, 162, 346,  84
    6266, 162, 345,  85
    6276, 162, 345,  86
    6286, 162, 345,  87
    6296, 162, 344,  88
    6306, 162, 343,  89
    6316, 162, 343,  90
    6326, 162, 346,  91
    6336, 161, 342,  92
    6346, 161, 340,  93
    6356, 161, 340,  94
    6367, 161, 340,  95
    6377, 161, 339,  96
    6387, 161, 338,  97
    6397, 161, 338,  98
    6407, 161, 337,  99
    6417, 161, 336, 100
    6427, 161, 335, 101
    6437, 161, 334, 102
    6447, 161, 335, 103
    6457, 161, 331, 104
    6467, 160, 331, 105
    6477, 160, 330, 106
    6487, 160, 329, 107
    6497, 160, 328, 108
    6507, 160, 327, 109
    6517, 160, 326, 110
    6527, 160, 324, 111
    6537, 160, 323, 112
    6547, 160, 323, 113
    6557, 160, 322, 114
    6567, 160, 320, 115
    6577, 159, 319, 116
    6587, 159, 318, 117
    6597, 159, 316, 118
    6607, 159, 316, 119
    6617, 159, 315, 120
    6627, 159, 313, 121
    6637, 159, 312, 122
    6647, 159, 310, 123
    6657, 158, 309, 124
    6667, 158, 308, 125
    6677, 158, 307, 126
    6687, 158, 305, 127
    6697, 158, 304, 128
    6707, 158, 302, 129
    6718, 158, 301, 130
    6728, 158, 299, 131
    6738, 158, 299, 132
    6748, 157, 298, 133
    6758, 157, 296, 134
    6768, 157, 294, 135
    6778, 157, 294, 136
    6788, 157, 292, 137
    6798, 157, 291, 138
    6808, 157, 290, 139
    6818, 157, 289, 140
    6828, 156, 287, 141
    6838, 156, 285, 142
    6848, 156, 284, 143
    6858, 156, 283, 144
    6868, 156, 283, 145
    6878, 156, 282, 146
    6888, 156, 281, 147
    6898, 156, 280, 148
    6908, 156, 279, 149
    6918, 156, 279, 150
    6928, 156, 279, 151
    6938, 156, 278, 152
    6948, 156, 277, 153
    6958, 155, 276, 154
    6968, 155, 276, 155
    6978, 155, 275, 156
    6988, 155, 275, 157
    6998, 155, 273, 158
    7008, 155, 273, 159
    7018, 155, 271, 160
    7028, 155, 271, 161
    7038, 155, 271, 162
    7048, 155, 269, 163
    7058, 155, 269, 164
    7069, 155, 269, 165
    7079, 155, 267, 166
    7089, 155, 267, 167
    7099, 155, 267, 168
    7109, 153, 253, 169
    7119, 152, 242, 170
    7129, 153, 247, 171
    7139, 153, 248, 172
    7149, 153, 247, 173
    7159, 153, 247, 174
    7169, 153, 247, 175
    7179, 153, 245, 176
    7189, 153, 246, 177
    7199, 153, 246, 178
    7209, 153, 246, 179
    7219, 153, 245, 180
    7229, 153, 245, 181
    7239, 153, 244, 182
    7249, 153, 244, 183
    7259, 153, 245, 184
    7269, 153, 244, 185
    7279, 153, 244, 186
    7289, 153, 244, 187
    7299, 153, 244, 188
    7309, 153, 244, 189
    7319, 153, 244, 190
    7329, 152, 243, 191
    7339, 152, 242, 192
    7349, 152, 242, 193
    7359, 152, 242, 194
    7369, 152, 241, 195
    7379, 151, 228, 196
    7389, 151, 223, 197
    7399, 151, 229, 198
    7409, 151, 226, 199
    7419, 151, 225, 200
    7430, 151, 226, 201
    7440, 151, 225, 202
    7450, 151, 225, 203
    7460, 151, 223, 204
    7470, 151, 224, 205
    7480, 151, 223, 206
    7490, 151, 222, 207
    7500, 151, 222, 208
    7510, 151, 221, 209
    7520, 150, 221, 210
    7530, 150, 220, 211
    7540, 150, 219, 212
    7550, 150, 219, 213
    7560, 150, 218, 214
    7570, 150, 218, 215
    7580, 150, 217, 216
    7590, 150, 217, 217
    7600, 150, 216, 218
    7610, 150, 215, 219
    7620, 122, 271, 220
    7630, 150, 213, 221
    7640, 150, 212, 222
    7650, 150, 210, 223
    7660, 149, 209, 224
    7670, 149, 208, 225
    7680, 149, 206, 226
    7690, 149, 206, 227
    7700, 149, 205, 228
    7710, 149, 203, 229
    7720, 149, 202, 230
    7730, 149, 201, 231
    7740, 149, 200, 232
    7750, 149, 199, 233
    7760, 149, 199, 234
    7771, 148, 197, 235
    7781, 148, 196, 236
    7791, 148, 195, 237
    7801, 148, 193, 238
    7811, 148, 193, 239
    7821, 148, 192, 240
    7831, 148, 191, 241
    7841, 148, 190, 242
    7851, 147, 188, 243
    7861, 147, 187, 244
    7871, 147, 186, 245
    7881, 147, 185, 246
    7891, 147, 183, 247
    7901, 147, 182, 248
    7911, 147, 181, 249
    7921, 147, 180, 250
    7931, 147, 180, 251
    7941, 147, 178, 252
    7951, 146, 177, 253
    7961, 146, 176, 254
    7971, 146, 175, 255
    7981, 146, 174, 256
    7991, 146, 173, 257
    8001, 146, 171, 258
    8011, 146, 169, 259
    8021, 146, 168, 260
    8031, 146, 167, 261
    8041, 146, 167, 262
    8051, 146, 166, 263
    8061, 145, 166, 264
    8071, 145, 165, 265
    8081, 145, 164, 266
    8091, 145, 163, 267
    8101, 145, 163, 268
    8111, 144, 153, 269
    8122, 145, 161, 270
    8132, 145, 161, 271
    8142, 145, 161, 272
    8152, 145, 161, 273
    8162, 145, 159, 274
    8172, 145, 159, 275
    8182, 145, 159, 276
    8192, 145, 158, 277
    8202, 145, 157, 278
    8212, 145, 156, 279
    8222, 145, 156, 280
    8232, 145, 155, 281
    8242, 144, 154, 282
    8252, 144, 154, 283
    8262, 144, 154, 284
    8272, 246, 187, 285
    8282, 144, 152, 286
    8292, 143, 139, 287
    8302, 142, 130, 288
    8312, 143, 135, 289
    8322, 143, 135, 290
    8332, 143, 134, 291
    8342, 143, 134, 292
    8352, 143, 134, 293
    8362, 143, 133, 294
    8372, 143, 134, 295
    8382, 143, 133, 296
    8392, 143, 134, 297
    8402, 143, 134, 298
    8412, 143, 133, 299
    8422, 142, 132, 300
    8432, 143, 133, 301
    8442, 142, 131, 302
    8452, 142, 132, 303
    8462, 142, 132, 304
    8473, 142, 130, 305
    8483, 142, 131, 306
    8493, 142, 131, 307
    8503, 153, 246, 308
    8513, 142, 130, 309
    8523, 142, 130, 310
    8533, 142, 129, 311
    8543, 142, 130, 312
    8553, 142, 129, 313
    8563, 142, 129, 314
    8573, 142, 128, 315
    8583, 142, 127, 316
    8593, 141, 111, 317
    8603, 140, 101, 318
    8613, 140, 109, 319
    8623, 140, 108, 320
    8633, 140, 104, 321
    8643, 140, 106, 322
    8653, 140, 104, 323
    8663, 140, 103, 324
    8673, 140, 104, 325
    8683, 140, 103, 326
    8693, 140, 101, 327
    8703, 140, 101, 328
    8713, 140, 100, 329
    8723, 139, 100, 330
    8733, 139,  99, 331
    8743, 139,  98, 332
    8753, 139,  98, 333
    8763, 139,  97, 334
    8773, 139,  96, 335
    8783, 139,  96, 336
    8793, 139,  93, 337
    8803, 139,  94, 338
    8813, 139,  93, 339
    8824, 139,  92, 340
    8834, 139,  91, 341
    8844, 139,  89, 342
    8854, 138,  88, 343
    8864, 124, 291, 344
    8874, 138,  85, 345
    8884, 138,  83, 346
    8894, 138,  82, 347
    8904, 138,  81, 348
    8914, 138,  79, 349
    8924, 137,  77, 350
    8934, 137,  77, 351
    8944, 137,  76, 352
    8954, 137,  75, 353
    8964, 137,  74, 354
    8974, 137,  73, 355
    8984, 137,  72, 356
    8994, 137,  71, 357
    9004, 137,  69, 358
    9014, 137,  68, 359
    9024, 136,  67,   0
