loop_count, encoder_angle_motor, encoder_angle_motor, angle, motor0.target_PWN[0], motor0.target_PWN[1], motor0.target_PWN[2]
00420, 5.029, 5.072, 5.953, 0.973, 0.404, 0.123
00421, 5.026, 5.038, 5.938, 0.970, 0.411, 0.118
00422, 5.023, 5.009, 5.922, 0.968, 0.419, 0.113
00423, 5.022, 4.992, 5.906, 0.965, 0.427, 0.108
00424, 5.021, 4.984, 5.890, 0.962, 0.435, 0.103
00425, 5.020, 4.971, 5.875, 0.959, 0.443, 0.099
00426, 5.018, 4.946, 5.859, 0.956, 0.450, 0.094
00427, 5.017, 4.941, 5.843, 0.952, 0.458, 0.089
00428, 5.016, 4.929, 5.828, 0.949, 0.466, 0.085
00429, 5.015, 4.912, 5.812, 0.946, 0.474, 0.081
00430, 5.013, 4.895, 5.796, 0.942, 0.482, 0.076
00431, 5.012, 4.882, 5.781, 0.938, 0.490, 0.072
00432, 5.012, 4.886, 5.765, 0.934, 0.497, 0.068
00433, 5.012, 4.882, 5.749, 0.930, 0.505, 0.064
00434, 5.011, 4.870, 5.733, 0.926, 0.513, 0.061
00435, 5.010, 4.857, 5.718, 0.922, 0.521, 0.057
00436, 5.007, 4.832, 5.702, 0.918, 0.529, 0.053
00437, 5.007, 4.832, 5.686, 0.914, 0.537, 0.050
00438, 5.005, 4.810, 5.671, 0.909, 0.544, 0.046
00439, 5.004, 4.798, 5.655, 0.905, 0.552, 0.043
00440, 5.004, 4.794, 5.639, 0.900, 0.560, 0.040
00441, 5.002, 4.773, 5.623, 0.895, 0.568, 0.037
00442, 5.001, 4.764, 5.608, 0.890, 0.576, 0.034
00443, 5.001, 4.764, 5.592, 0.885, 0.583, 0.031
00444, 4.999, 4.743, 5.576, 0.880, 0.591, 0.029
00445, 4.999, 4.739, 5.561, 0.875, 0.599, 0.026
00446, 4.997, 4.722, 5.545, 0.870, 0.607, 0.024
00447, 4.998, 4.730, 5.529, 0.864, 0.614, 0.021
00448, 4.997, 4.722, 5.513, 0.859, 0.622, 0.019
00449, 4.995, 4.701, 5.498, 0.854, 0.629, 0.017
00450, 4.975, 4.477, 5.482, 0.848, 0.637, 0.015
00451, 4.960, 4.313, 5.466, 0.842, 0.645, 0.013
00452, 4.967, 4.389, 5.451, 0.837, 0.652, 0.011
00453, 4.968, 4.401, 5.435, 0.831, 0.659, 0.010
00454, 4.966, 4.376, 5.419, 0.825, 0.667, 0.008
00455, 4.965, 4.372, 5.404, 0.819, 0.674, 0.007
00456, 4.965, 4.372, 5.388, 0.813, 0.682, 0.006
00457, 4.966, 4.376, 5.372, 0.806, 0.689, 0.005
00458, 4.964, 4.355, 5.356, 0.800, 0.696, 0.004
00459, 4.965, 4.363, 5.341, 0.794, 0.703, 0.003
00460, 4.964, 4.351, 5.325, 0.788, 0.711, 0.002
00461, 4.963, 4.346, 5.309, 0.781, 0.718, 0.001
00462, 4.962, 4.334, 5.294, 0.775, 0.725, 0.001
00463, 4.962, 4.338, 5.278, 0.768, 0.732, 0.000
00464, 4.872, 3.346, 5.262, 0.761, 0.739, 0.000
00465, 4.961, 4.325, 5.246, 0.755, 0.745, 0.000
00466, 4.963, 4.342, 5.231, 0.748, 0.752, 0.000
00467, 4.961, 4.325, 5.215, 0.741, 0.759, 0.000
00468, 4.958, 4.291, 5.199, 0.734, 0.766, 0.000
00469, 4.960, 4.313, 5.184, 0.727, 0.772, 0.001
00470, 4.960, 4.308, 5.168, 0.720, 0.779, 0.001
00471, 4.959, 4.296, 5.152, 0.713, 0.785, 0.002
00472, 4.961, 4.317, 5.137, 0.706, 0.792, 0.002
00473, 4.958, 4.287, 5.121, 0.699, 0.798, 0.003
00474, 4.960, 4.313, 5.105, 0.691, 0.804, 0.004
00475, 4.958, 4.291, 5.089, 0.684, 0.811, 0.005
00476, 4.957, 4.283, 5.074, 0.677, 0.817, 0.007
00477, 4.959, 4.300, 5.058, 0.669, 0.823, 0.008
00478, 4.957, 4.279, 5.042, 0.662, 0.829, 0.009
00479, 4.957, 4.275, 5.027, 0.655, 0.835, 0.011
00480, 4.957, 4.275, 5.011, 0.647, 0.840, 0.013
00481, 5.081, 5.642, 4.995, 0.639, 0.846, 0.014
00482, 4.954, 4.245, 4.979, 0.632, 0.852, 0.016
00483, 4.930, 3.983, 4.964, 0.624, 0.857, 0.018
00484, 4.919, 3.857, 4.948, 0.617, 0.863, 0.021
00485, 4.931, 3.992, 4.932, 0.609, 0.868, 0.023
00486, 4.925, 3.929, 4.917, 0.601, 0.873, 0.025
00487, 4.923, 3.903, 4.901, 0.594, 0.878, 0.028
00488, 4.924, 3.920, 4.885, 0.586, 0.884, 0.030
00489, 4.923, 3.899, 4.869, 0.578, 0.889, 0.033
00490, 4.923, 3.899, 4.854, 0.570, 0.893, 0.036
00491, 4.923, 3.903, 4.838, 0.563, 0.898, 0.039
00492, 4.921, 3.878, 4.822, 0.555, 0.903, 0.042
00493, 4.919, 3.861, 4.807, 0.547, 0.908, 0.045
00494, 4.919, 3.857, 4.791, 0.539, 0.912, 0.049
00495, 4.918, 3.848, 4.775, 0.531, 0.916, 0.052
00496, 4.917, 3.840, 4.760, 0.524, 0.921, 0.056
00497, 4.917, 3.836, 4.744, 0.516, 0.925, 0.059
00498, 4.914, 3.810, 4.728, 0.508, 0.929, 0.063
00499, 4.914, 3.806, 4.712, 0.500, 0.933, 0.067
00500, 4.914, 3.806, 4.697, 0.492, 0.937, 0.071
00501, 4.913, 3.794, 4.681, 0.484, 0.941, 0.075
00502, 4.912, 3.781, 4.665, 0.476, 0.944, 0.079
00503, 4.911, 3.772, 4.650, 0.469, 0.948, 0.084
00504, 4.909, 3.747, 4.634, 0.461, 0.951, 0.088
00505, 4.908, 3.743, 4.618, 0.453, 0.955, 0.092
00506, 4.909, 3.747, 4.602, 0.445, 0.958, 0.097
00507, 4.907, 3.726, 4.587, 0.437, 0.961, 0.102
00508, 4.906, 3.718, 4.571, 0.430, 0.964, 0.107
00509, 4.905, 3.709, 4.555, 0.422, 0.967, 0.111
00510, 4.906, 3.722, 4.540, 0.414, 0.970, 0.116
00511, 4.897, 3.616, 4.524, 0.406, 0.972, 0.122
00512, 5.357, 2.397, 4.508, 0.399, 0.975, 0.127
00513, 4.898, 3.633, 4.492, 0.391, 0.977, 0.132
00514, 4.896, 3.612, 4.477, 0.383, 0.979, 0.137
00515, 4.895, 3.591, 4.461, 0.376, 0.982, 0.143
00516, 3.475, 0.536, 4.445, 0.368, 0.984, 0.148
00517, 4.893, 3.570, 4.430, 0.361, 0.986, 0.154
00518, 4.891, 3.549, 4.414, 0.353, 0.987, 0.160
00519, 4.890, 3.536, 4.398, 0.345, 0.989, 0.165
00520, 4.887, 3.511, 4.383, 0.338, 0.991, 0.171
00521, 4.884, 3.473, 4.367, 0.331, 0.992, 0.177
00522, 4.883, 3.469, 4.351, 0.323, 0.993, 0.183
00523, 4.883, 3.464, 4.335, 0.316, 0.995, 0.189
00524, 4.882, 3.452, 4.320, 0.309, 0.996, 0.196
00525, 4.879, 3.422, 4.304, 0.301, 0.997, 0.202
00526, 4.878, 3.405, 4.288, 0.294, 0.998, 0.208
00527, 4.875, 3.380, 4.273, 0.287, 0.998, 0.215
00528, 4.873, 3.350, 4.257, 0.280, 0.999, 0.221
00529, 4.871, 3.334, 4.241, 0.273, 0.999, 0.228
00530, 4.871, 3.329, 4.225, 0.266, 1.000, 0.234
00531, 4.869, 3.308, 4.210, 0.259, 1.000, 0.241
00532, 4.867, 3.283, 4.194, 0.252, 1.000, 0.248
00533, 4.866, 3.275, 4.178, 0.245, 1.000, 0.255
00534, 4.863, 3.245, 4.163, 0.239, 1.000, 0.261
00535, 4.861, 3.224, 4.147, 0.232, 1.000, 0.268
00536, 4.861, 3.220, 4.131, 0.225, 0.999, 0.275
00537, 4.858, 3.190, 4.115, 0.219, 0.999, 0.282
00538, 4.857, 3.173, 4.100, 0.212, 0.998, 0.289
00539, 4.855, 3.156, 4.084, 0.206, 0.997, 0.297
00540, 4.853, 3.135, 4.068, 0.200, 0.996, 0.304
00541, 4.852, 3.127, 4.053, 0.194, 0.995, 0.311
00542, 4.849, 3.089, 4.037, 0.187, 0.994, 0.318
00543, 4.849, 3.093, 4.021, 0.181, 0.993, 0.326
00544, 4.847, 3.072, 4.006, 0.175, 0.992, 0.333
00545, 4.845, 3.051, 3.990, 0.169, 0.990, 0.341
00546, 4.845, 3.042, 3.974, 0.163, 0.989, 0.348
00547, 4.842, 3.013, 3.958, 0.158, 0.987, 0.355
00548, 4.841, 3.000, 3.943, 0.152, 0.985, 0.363
00549, 4.839, 2.979, 3.927, 0.146, 0.983, 0.371
00550, 4.838, 2.971, 3.911, 0.141, 0.981, 0.378
00551, 4.836, 2.950, 3.896, 0.136, 0.979, 0.386
00552, 4.834, 2.924, 3.880, 0.130, 0.976, 0.393
00553, 4.832, 2.907, 3.864, 0.125, 0.974, 0.401
00554, 4.831, 2.891, 3.848, 0.120, 0.971, 0.409
00555, 4.830, 2.878, 3.833, 0.115, 0.969, 0.417
00556, 4.827, 2.848, 3.817, 0.110, 0.966, 0.424
00557, 4.825, 2.827, 3.801, 0.105, 0.963, 0.432
00558, 4.812, 2.688, 3.786, 0.100, 0.960, 0.440
00559, 4.823, 2.802, 3.770, 0.095, 0.957, 0.448
00560, 4.821, 2.781, 3.754, 0.091, 0.954, 0.456
00561, 4.820, 2.768, 3.738, 0.086, 0.950, 0.463
00562, 4.819, 2.764, 3.723, 0.082, 0.947, 0.471
00563, 4.819, 2.755, 3.707, 0.078, 0.943, 0.479
00564, 4.819, 2.764, 3.691, 0.074, 0.939, 0.487
00565, 4.817, 2.739, 3.676, 0.070, 0.936, 0.495
00566, 4.816, 2.730, 3.660, 0.066, 0.932, 0.503
00567, 4.815, 2.713, 3.644, 0.062, 0.928, 0.510
00568, 4.814, 2.701, 3.629, 0.058, 0.924, 0.518
00569, 4.812, 2.688, 3.613, 0.054, 0.919, 0.526
00570, 4.814, 2.705, 3.597, 0.051, 0.915, 0.534
00571, 4.811, 2.675, 3.581, 0.048, 0.911, 0.542
00572, 4.811, 2.667, 3.566, 0.044, 0.906, 0.550
00573, 4.810, 2.658, 3.550, 0.041, 0.901, 0.557
00574, 4.809, 2.646, 3.534, 0.038, 0.897, 0.565
00575, 4.809, 2.650, 3.519, 0.035, 0.892, 0.573
00576, 4.808, 2.642, 3.503, 0.032, 0.887, 0.581
00577, 4.808, 2.637, 3.487, 0.030, 0.882, 0.589
00578, 4.807, 2.629, 3.471, 0.027, 0.877, 0.596
00579, 4.806, 2.616, 3.456, 0.024, 0.872, 0.604
00580, 4.806, 2.616, 3.440, 0.022, 0.866, 0.612
00581, 4.804, 2.591, 3.424, 0.020, 0.861, 0.619
00582, 4.803, 2.578, 3.409, 0.018, 0.855, 0.627
00583, 4.802, 2.574, 3.393, 0.016, 0.850, 0.634
00584, 4.783, 2.367, 3.377, 0.014, 0.844, 0.642
00585, 4.772, 2.245, 3.362, 0.012, 0.838, 0.650
00586, 4.779, 2.317, 3.346, 0.010, 0.833, 0.657
00587, 4.778, 2.304, 3.330, 0.009, 0.827, 0.664
00588, 4.778, 2.308, 3.314, 0.007, 0.821, 0.672
00589, 4.778, 2.304, 3.299, 0.006, 0.815, 0.679
00590, 4.777, 2.296, 3.283, 0.005, 0.809, 0.686
00591, 4.776, 2.287, 3.267, 0.004, 0.802, 0.694
00592, 4.777, 2.300, 3.252, 0.003, 0.796, 0.701
00593, 4.777, 2.296, 3.236, 0.002, 0.790, 0.708
00594, 4.776, 2.291, 3.220, 0.002, 0.783, 0.715
00595, 4.776, 2.287, 3.204, 0.001, 0.777, 0.722
00596, 4.775, 2.279, 3.189, 0.001, 0.770, 0.729
00597, 4.775, 2.279, 3.173, 0.000, 0.763, 0.736
00598, 3.263, 4.490, 3.157, 0.000, 0.757, 0.743
00599, 4.776, 2.287, 3.142, 0.000, 0.750, 0.750
00600, 4.775, 2.270, 3.126, 0.000, 0.743, 0.757
00601, 4.774, 2.266, 3.110, 0.000, 0.736, 0.763
00602, 0.238, 2.620, 3.094, 0.001, 0.729, 0.770
00603, 4.772, 2.245, 3.079, 0.001, 0.722, 0.777
00604, 4.773, 2.249, 3.063, 0.002, 0.715, 0.783
00605, 4.771, 2.236, 3.047, 0.002, 0.708, 0.790
00606, 4.773, 2.253, 3.032, 0.003, 0.701, 0.796
00607, 4.773, 2.249, 3.016, 0.004, 0.694, 0.802
00608, 4.771, 2.228, 3.000, 0.005, 0.686, 0.809
00609, 4.771, 2.232, 2.985, 0.006, 0.679, 0.815
00610, 4.769, 2.211, 2.969, 0.007, 0.672, 0.821
00611, 4.770, 2.220, 2.953, 0.009, 0.664, 0.827
00612, 4.769, 2.207, 2.937, 0.010, 0.657, 0.833
00613, 4.767, 2.186, 2.922, 0.012, 0.650, 0.838
00614, 4.746, 1.954, 2.906, 0.014, 0.642, 0.844
00615, 4.730, 1.785, 2.890, 0.016, 0.634, 0.850
00616, 4.742, 1.907, 2.875, 0.018, 0.627, 0.855
00617, 4.740, 1.895, 2.859, 0.020, 0.619, 0.861
00618, 4.737, 1.861, 2.843, 0.022, 0.612, 0.866
00619, 4.737, 1.861, 2.827, 0.024, 0.604, 0.872
00620, 4.737, 1.852, 2.812, 0.027, 0.596, 0.877
00621, 4.736, 1.844, 2.796, 0.030, 0.589, 0.882
00622, 4.734, 1.827, 2.780, 0.032, 0.581, 0.887
00623, 4.733, 1.814, 2.765, 0.035, 0.573, 0.892
00624, 4.733, 1.810, 2.749, 0.038, 0.565, 0.897
00625, 4.732, 1.802, 2.733, 0.041, 0.557, 0.901
00626, 4.731, 1.789, 2.717, 0.044, 0.550, 0.906
00627, 4.731, 1.789, 2.702, 0.048, 0.542, 0.911
00628, 4.730, 1.781, 2.686, 0.051, 0.534, 0.915
00629, 4.728, 1.760, 2.670, 0.054, 0.526, 0.919
00630, 4.726, 1.739, 2.655, 0.058, 0.518, 0.924
00631, 4.726, 1.739, 2.639, 0.062, 0.510, 0.928
00632, 4.726, 1.734, 2.623, 0.066, 0.503, 0.932
00633, 4.724, 1.717, 2.608, 0.070, 0.495, 0.936
00634, 4.723, 1.705, 2.592, 0.074, 0.487, 0.939
00635, 4.722, 1.692, 2.576, 0.078, 0.479, 0.943
00636, 4.720, 1.675, 2.560, 0.082, 0.471, 0.947
00637, 4.720, 1.667, 2.545, 0.086, 0.463, 0.950
00638, 4.719, 1.663, 2.529, 0.091, 0.456, 0.954
00639, 4.718, 1.646, 2.513, 0.095, 0.448, 0.957
00640, 4.717, 1.637, 2.498, 0.100, 0.440, 0.960
00641, 4.716, 1.625, 2.482, 0.105, 0.432, 0.963
00642, 4.715, 1.620, 2.466, 0.110, 0.424, 0.966
00643, 4.713, 1.591, 2.450, 0.115, 0.417, 0.969
00644, 4.712, 1.578, 2.435, 0.120, 0.409, 0.971
00645, 4.709, 1.544, 2.419, 0.125, 0.401, 0.974
00646, 4.707, 1.528, 2.403, 0.130, 0.393, 0.976
00647, 4.707, 1.523, 2.388, 0.136, 0.386, 0.979
00648, 4.704, 1.498, 2.372, 0.141, 0.378, 0.981
00649, 4.704, 1.490, 2.356, 0.146, 0.371, 0.983
00650, 4.700, 1.452, 2.340, 0.152, 0.363, 0.985
00651, 6.087, 4.148, 2.325, 0.158, 0.355, 0.987
00652, 4.698, 1.426, 2.309, 0.163, 0.348, 0.989
00653, 4.696, 1.401, 2.293, 0.169, 0.341, 0.990
00654, 4.694, 1.380, 2.278, 0.175, 0.333, 0.992
00655, 4.692, 1.363, 2.262, 0.181, 0.326, 0.993
00656, 4.692, 1.359, 2.246, 0.187, 0.318, 0.994
00657, 4.689, 1.325, 2.231, 0.194, 0.311, 0.995
00658, 4.688, 1.321, 2.215, 0.200, 0.304, 0.996
00659, 4.686, 1.295, 2.199, 0.206, 0.297, 0.997
00660, 4.684, 1.274, 2.183, 0.212, 0.289, 0.998
00661, 4.682, 1.249, 2.168, 0.219, 0.282, 0.999
00662, 4.679, 1.220, 2.152, 0.225, 0.275, 0.999
00663, 4.677, 1.198, 2.136, 0.232, 0.268, 1.000
00664, 4.677, 1.194, 2.121, 0.239, 0.261, 1.000
00665, 4.674, 1.165, 2.105, 0.245, 0.255, 1.000
00666, 4.672, 1.144, 2.089, 0.252, 0.248, 1.000
00667, 4.670, 1.122, 2.073, 0.259, 0.241, 1.000
00668, 4.668, 1.097, 2.058, 0.266, 0.234, 1.000
00669, 4.665, 1.068, 2.042, 0.273, 0.228, 0.999
00670, 4.663, 1.046, 2.026, 0.280, 0.221, 0.999
00671, 4.663, 1.042, 2.011, 0.287, 0.215, 0.998
00672, 4.661, 1.025, 1.995, 0.294, 0.208, 0.998
00673, 4.658, 0.983, 1.979, 0.301, 0.202, 0.997
00674, 4.656, 0.966, 1.963, 0.309, 0.196, 0.996
00675, 4.655, 0.958, 1.948, 0.316, 0.189, 0.995
00676, 4.653, 0.937, 1.932, 0.323, 0.183, 0.993
00677, 4.652, 0.920, 1.916, 0.331, 0.177, 0.992
00678, 4.652, 0.920, 1.901, 0.338, 0.171, 0.991
00679, 4.649, 0.890, 1.885, 0.345, 0.165, 0.989
00680, 4.646, 0.857, 1.869, 0.353, 0.160, 0.987
00681, 4.645, 0.840, 1.854, 0.361, 0.154, 0.986
00682, 4.643, 0.827, 1.838, 0.368, 0.148, 0.984
00683, 4.640, 0.793, 1.822, 0.376, 0.143, 0.982
00684, 4.638, 0.772, 1.806, 0.383, 0.137, 0.979
00685, 4.637, 0.755, 1.791, 0.391, 0.132, 0.977
00686, 4.635, 0.734, 1.775, 0.399, 0.127, 0.975
00687, 4.634, 0.722, 1.759, 0.406, 0.122, 0.972
00688, 4.631, 0.696, 1.744, 0.414, 0.116, 0.970
00689, 4.629, 0.671, 1.728, 0.422, 0.111, 0.967
00690, 4.628, 0.658, 1.712, 0.430, 0.107, 0.964
00691, 4.625, 0.629, 1.696, 0.437, 0.102, 0.961
00692, 4.625, 0.625, 1.681, 0.445, 0.097, 0.958
00693, 4.625, 0.625, 1.665, 0.453, 0.092, 0.955
00694, 4.623, 0.603, 1.649, 0.461, 0.088, 0.951
00695, 4.623, 0.599, 1.634, 0.469, 0.084, 0.948
00696, 4.622, 0.587, 1.618, 0.476, 0.079, 0.944
00697, 4.620, 0.570, 1.602, 0.484, 0.075, 0.941
00698, 4.620, 0.574, 1.587, 0.492, 0.071, 0.937
00699, 4.619, 0.557, 1.571, 0.500, 0.067, 0.933
00700, 4.618, 0.549, 1.555, 0.508, 0.063, 0.929
00701, 4.618, 0.549, 1.539, 0.516, 0.059, 0.925
00702, 4.617, 0.536, 1.524, 0.524, 0.056, 0.921
00703, 4.615, 0.515, 1.508, 0.531, 0.052, 0.916
00704, 4.614, 0.506, 1.492, 0.539, 0.049, 0.912
00705, 4.614, 0.502, 1.477, 0.547, 0.045, 0.908
00706, 4.613, 0.494, 1.461, 0.555, 0.042, 0.903
00707, 4.612, 0.485, 1.445, 0.563, 0.039, 0.898
00708, 4.612, 0.477, 1.429, 0.570, 0.036, 0.893
00709, 4.611, 0.473, 1.414, 0.578, 0.033, 0.889
00710, 4.610, 0.460, 1.398, 0.586, 0.030, 0.884
00711, 4.609, 0.447, 1.382, 0.594, 0.028, 0.878
00712, 4.608, 0.439, 1.367, 0.601, 0.025, 0.873
00713, 4.607, 0.430, 1.351, 0.609, 0.023, 0.868
00714, 4.605, 0.409, 1.335, 0.617, 0.021, 0.863
00715, 4.604, 0.392, 1.319, 0.624, 0.018, 0.857
00716, 4.605, 0.401, 1.304, 0.632, 0.016, 0.852
00717, 4.596, 0.308, 1.288, 0.639, 0.014, 0.846
00718, 4.604, 0.392, 1.272, 0.647, 0.013, 0.840
00719, 4.601, 0.359, 1.257, 0.655, 0.011, 0.835
00720, 4.580, 0.131, 1.241, 0.662, 0.009, 0.829
00721, 4.566, 6.262, 1.225, 0.669, 0.008, 0.823
00722, 4.574, 0.063, 1.210, 0.677, 0.007, 0.817
00723, 4.574, 0.059, 1.194, 0.684, 0.005, 0.811
00724, 4.572, 0.042, 1.178, 0.691, 0.004, 0.804
00725, 4.573, 0.055, 1.162, 0.699, 0.003, 0.798
00726, 4.571, 0.030, 1.147, 0.706, 0.002, 0.792
00727, 4.573, 0.055, 1.131, 0.713, 0.002, 0.785
00728, 4.570, 0.025, 1.115, 0.720, 0.001, 0.779
00729, 4.570, 0.025, 1.100, 0.727, 0.001, 0.772
00730, 4.571, 0.034, 1.084, 0.734, 0.000, 0.766
00731, 4.572, 0.038, 1.068, 0.741, 0.000, 0.759
00732, 4.571, 0.034, 1.052, 0.748, 0.000, 0.752
00733, 4.572, 0.038, 1.037, 0.755, 0.000, 0.745
00734, 4.569, 0.013, 1.021, 0.761, 0.000, 0.739
00735, 4.570, 0.025, 1.005, 0.768, 0.000, 0.732
00736, 4.566, 6.258, 0.990, 0.775, 0.001, 0.725
00737, 4.568, 6.279, 0.974, 0.781, 0.001, 0.718
00738, 4.569, 0.004, 0.958, 0.788, 0.002, 0.711
00739, 4.566, 6.258, 0.942, 0.794, 0.003, 0.703
00740, 4.568, 6.279, 0.927, 0.800, 0.004, 0.696
00741, 4.566, 6.258, 0.911, 0.806, 0.005, 0.689
00742, 4.566, 6.254, 0.895, 0.813, 0.006, 0.682
00743, 4.567, 6.275, 0.880, 0.819, 0.007, 0.674
00744, 4.566, 6.258, 0.864, 0.825, 0.008, 0.667
00745, 4.566, 6.254, 0.848, 0.831, 0.010, 0.659
00746, 4.565, 6.249, 0.833, 0.837, 0.011, 0.652
00747, 4.565, 6.249, 0.817, 0.842, 0.013, 0.645
00748, 4.564, 6.237, 0.801, 0.848, 0.015, 0.637
00749, 4.564, 6.237, 0.785, 0.854, 0.017, 0.629
00750, 3.427, 0.008, 0.770, 0.859, 0.019, 0.622
00751, 4.538, 5.954, 0.754, 0.864, 0.021, 0.614
00752, 4.534, 5.908, 0.738, 0.870, 0.024, 0.607
00753, 4.541, 5.988, 0.723, 0.875, 0.026, 0.599
00754, 4.536, 5.933, 0.707, 0.880, 0.029, 0.591
00755, 4.538, 5.946, 0.691, 0.885, 0.031, 0.583
00756, 4.536, 5.933, 0.675, 0.890, 0.034, 0.576
00757, 4.534, 5.908, 0.660, 0.895, 0.037, 0.568
00758, 4.536, 5.925, 0.644, 0.900, 0.040, 0.560
00759, 4.535, 5.916, 0.628, 0.905, 0.043, 0.552
00760, 4.533, 5.899, 0.613, 0.909, 0.046, 0.544
00761, 4.533, 5.895, 0.597, 0.914, 0.050, 0.537
00762, 4.532, 5.882, 0.581, 0.918, 0.053, 0.529
00763, 4.531, 5.870, 0.565, 0.922, 0.057, 0.521
00764, 4.530, 5.861, 0.550, 0.926, 0.061, 0.513
00765, 4.529, 5.853, 0.534, 0.930, 0.064, 0.505
00766, 2.427, 1.574, 0.518, 0.934, 0.068, 0.497
00767, 4.527, 5.827, 0.503, 0.938, 0.072, 0.490
00768, 4.526, 5.819, 0.487, 0.942, 0.076, 0.482
00769, 4.525, 5.811, 0.471, 0.946, 0.081, 0.474
00770, 4.524, 5.794, 0.456, 0.949, 0.085, 0.466
00771, 4.523, 5.789, 0.440, 0.952, 0.089, 0.458
00772, 4.523, 5.789, 0.424, 0.956, 0.094, 0.450
00773, 4.522, 5.773, 0.408, 0.959, 0.099, 0.443
00774, 4.522, 5.773, 0.393, 0.962, 0.103, 0.435
00775, 4.520, 5.756, 0.377, 0.965, 0.108, 0.427
00776, 4.519, 5.743, 0.361, 0.968, 0.113, 0.419
00777, 4.516, 5.714, 0.346, 0.970, 0.118, 0.411
00778, 4.516, 5.705, 0.330, 0.973, 0.123, 0.404
00779, 4.513, 5.680, 0.314, 0.976, 0.128, 0.396
00780, 4.513, 5.676, 0.298, 0.978, 0.134, 0.388
00781, 4.512, 5.663, 0.283, 0.980, 0.139, 0.381
00782, 4.854, 3.139, 0.267, 0.982, 0.145, 0.373
00783, 4.508, 5.621, 0.251, 0.984, 0.150, 0.366
00784, 4.506, 5.600, 0.236, 0.986, 0.156, 0.358
00785, 4.504, 5.578, 0.220, 0.988, 0.162, 0.350
00786, 4.504, 5.574, 0.204, 0.990, 0.167, 0.343
00787, 4.501, 5.549, 0.188, 0.991, 0.173, 0.336
00788, 4.500, 5.536, 0.173, 0.993, 0.179, 0.328
00789, 4.498, 5.515, 0.157, 0.994, 0.185, 0.321
00790, 4.498, 5.507, 0.141, 0.995, 0.191, 0.314
00791, 4.496, 5.486, 0.126, 0.996, 0.198, 0.306
00792, 4.495, 5.477, 0.110, 0.997, 0.204, 0.299
00793, 4.493, 5.460, 0.094, 0.998, 0.210, 0.292
00794, 4.492, 5.443, 0.079, 0.998, 0.217, 0.285
00795, 4.490, 5.418, 0.063, 0.999, 0.223, 0.278
00796, 4.489, 5.410, 0.047, 0.999, 0.230, 0.271
00797, 4.486, 5.380, 0.031, 1.000, 0.237, 0.264
00798, 4.485, 5.368, 0.016, 1.000, 0.243, 0.257
00799, 4.482, 5.338, 6.283, 1.000, 0.250, 0.250
00800, 4.480, 5.313, 6.267, 1.000, 0.257, 0.243
00801, 4.478, 5.292, 6.252, 1.000, 0.264, 0.237
00802, 4.477, 5.279, 6.236, 0.999, 0.271, 0.230
00803, 4.475, 5.258, 6.220, 0.999, 0.278, 0.223
00804, 4.472, 5.228, 6.205, 0.998, 0.285, 0.217
00805, 4.471, 5.216, 6.189, 0.998, 0.292, 0.210
00806, 4.470, 5.203, 6.173, 0.997, 0.299, 0.204
00807, 4.467, 5.165, 6.158, 0.996, 0.306, 0.198
00808, 4.465, 5.144, 6.142, 0.995, 0.314, 0.191
00809, 4.465, 5.148, 6.126, 0.994, 0.321, 0.185
00810, 4.463, 5.123, 6.110, 0.993, 0.328, 0.179
00811, 4.462, 5.114, 6.095, 0.991, 0.336, 0.173
00812, 4.460, 5.089, 6.079, 0.990, 0.343, 0.167
00813, 4.458, 5.072, 6.063, 0.988, 0.350, 0.162
00814, 4.457, 5.059, 6.048, 0.986, 0.358, 0.156
00815, 4.455, 5.034, 6.032, 0.984, 0.366, 0.150
00816, 4.454, 5.026, 6.016, 0.982, 0.373, 0.145
00817, 4.452, 5.005, 6.000, 0.980, 0.381, 0.139
00818, 4.450, 4.984, 5.985, 0.978, 0.388, 0.134
00819, 4.449, 4.967, 5.969, 0.976, 0.396, 0.128
00820, 4.446, 4.937, 5.953, 0.973, 0.404, 0.123
00821, 4.444, 4.920, 5.938, 0.970, 0.411, 0.118
00822, 4.441, 4.886, 5.922, 0.968, 0.419, 0.113
00823, 4.440, 4.874, 5.906, 0.965, 0.427, 0.108
00824, 4.439, 4.861, 5.890, 0.962, 0.435, 0.103
00825, 4.437, 4.844, 5.875, 0.959, 0.443, 0.099
00826, 4.437, 4.836, 5.859, 0.956, 0.450, 0.094
00827, 4.436, 4.823, 5.843, 0.952, 0.458, 0.089
00828, 4.434, 4.806, 5.828, 0.949, 0.466, 0.085
00829, 4.433, 4.798, 5.812, 0.946, 0.474, 0.081
00830, 4.433, 4.798, 5.796, 0.942, 0.482, 0.076
00831, 4.431, 4.777, 5.781, 0.938, 0.490, 0.072
00832, 4.431, 4.773, 5.765, 0.934, 0.497, 0.068
00833, 4.429, 4.751, 5.749, 0.930, 0.505, 0.064
00834, 4.428, 4.739, 5.733, 0.926, 0.513, 0.061
00835, 4.427, 4.726, 5.718, 0.922, 0.521, 0.057
00836, 4.426, 4.718, 5.702, 0.918, 0.529, 0.053
00837, 4.425, 4.709, 5.686, 0.914, 0.537, 0.050
00838, 4.425, 4.705, 5.671, 0.909, 0.544, 0.046
00839, 4.423, 4.688, 5.655, 0.905, 0.552, 0.043
00840, 4.422, 4.680, 5.639, 0.900, 0.560, 0.040
00841, 4.421, 4.663, 5.623, 0.895, 0.568, 0.037
