loop_count, encoder_angle_motor, encoder_angle_motor, angle, motor0.target_PWN[0], motor0.target_PWN[1], motor0.target_PWN[2]
00053, 5.533, 4.334, 5.435, 0.831, 0.659, 0.010
00054, 5.530, 4.304, 5.419, 0.825, 0.667, 0.008
00055, 5.532, 4.325, 5.404, 0.819, 0.674, 0.007
00056, 5.531, 4.313, 5.388, 0.813, 0.682, 0.006
00057, 5.531, 4.313, 5.372, 0.806, 0.689, 0.005
00058, 5.531, 4.313, 5.356, 0.800, 0.696, 0.004
00059, 5.530, 4.304, 5.341, 0.794, 0.703, 0.003
00060, 5.531, 4.313, 5.325, 0.788, 0.711, 0.002
00061, 5.531, 4.308, 5.309, 0.781, 0.718, 0.001
00062, 5.530, 4.300, 5.294, 0.775, 0.725, 0.001
00063, 5.529, 4.287, 5.278, 0.768, 0.732, 0.000
00064, 5.529, 4.287, 5.262, 0.761, 0.739, 0.000
00065, 5.527, 4.270, 5.246, 0.755, 0.745, 0.000
00066, 5.529, 4.291, 5.231, 0.748, 0.752, 0.000
00067, 5.527, 4.266, 5.215, 0.741, 0.759, 0.000
00068, 5.525, 4.249, 5.199, 0.734, 0.766, 0.000
00069, 5.527, 4.266, 5.184, 0.727, 0.772, 0.001
00070, 5.525, 4.249, 5.168, 0.720, 0.779, 0.001
00071, 5.523, 4.220, 5.152, 0.713, 0.785, 0.002
00072, 5.526, 4.253, 5.137, 0.706, 0.792, 0.002
00073, 5.526, 4.253, 5.121, 0.699, 0.798, 0.003
00074, 5.526, 4.253, 5.105, 0.691, 0.804, 0.004
00075, 5.527, 4.262, 5.089, 0.684, 0.811, 0.005
00076, 5.524, 4.237, 5.074, 0.677, 0.817, 0.007
00077, 5.524, 4.232, 5.058, 0.669, 0.823, 0.008
00078, 5.525, 4.241, 5.042, 0.662, 0.829, 0.009
00079, 5.525, 4.241, 5.027, 0.655, 0.835, 0.011
00080, 5.525, 4.245, 5.011, 0.647, 0.840, 0.013
00081, 5.523, 4.224, 4.995, 0.639, 0.846, 0.014
00082, 5.522, 4.207, 4.979, 0.632, 0.852, 0.016
00083, 5.498, 3.950, 4.964, 0.624, 0.857, 0.018
00084, 5.490, 3.861, 4.948, 0.617, 0.863, 0.021
00085, 5.500, 3.971, 4.932, 0.609, 0.868, 0.023
00086, 5.494, 3.903, 4.917, 0.601, 0.873, 0.025
00087, 5.495, 3.912, 4.901, 0.594, 0.878, 0.028
00088, 5.494, 3.907, 4.885, 0.586, 0.884, 0.030
00089, 5.494, 3.903, 4.869, 0.578, 0.889, 0.033
00090, 5.493, 3.895, 4.854, 0.570, 0.893, 0.036
00091, 5.493, 3.891, 4.838, 0.563, 0.898, 0.039
00092, 5.491, 3.865, 4.822, 0.555, 0.903, 0.042
00093, 5.491, 3.869, 4.807, 0.547, 0.908, 0.045
00094, 5.491, 3.869, 4.791, 0.539, 0.912, 0.049
00095, 5.489, 3.848, 4.775, 0.531, 0.916, 0.052
00096, 5.489, 3.853, 4.760, 0.524, 0.921, 0.056
00097, 5.487, 3.827, 4.744, 0.516, 0.925, 0.059
00098, 5.487, 3.827, 4.728, 0.508, 0.929, 0.063
00099, 5.487, 3.823, 4.712, 0.500, 0.933, 0.067
00100, 5.486, 3.815, 4.697, 0.492, 0.937, 0.071
00101, 5.484, 3.794, 4.681, 0.484, 0.941, 0.075
00102, 5.484, 3.798, 4.665, 0.476, 0.944, 0.079
00103, 5.482, 3.772, 4.650, 0.469, 0.948, 0.084
00104, 5.481, 3.764, 4.634, 0.461, 0.951, 0.088
00105, 5.481, 3.760, 4.618, 0.453, 0.955, 0.092
00106, 5.479, 3.734, 4.602, 0.445, 0.958, 0.097
00107, 5.479, 3.739, 4.587, 0.437, 0.961, 0.102
00108, 5.479, 3.739, 4.571, 0.430, 0.964, 0.107
00109, 5.477, 3.722, 4.555, 0.422, 0.967, 0.111
00110, 5.476, 3.701, 4.540, 0.414, 0.970, 0.116
00111, 5.476, 3.701, 4.524, 0.406, 0.972, 0.122
00112, 2.737, 4.984, 4.508, 0.399, 0.975, 0.127
00113, 5.471, 3.646, 4.492, 0.391, 0.977, 0.132
00114, 5.470, 3.637, 4.477, 0.383, 0.979, 0.137
00115, 5.469, 3.629, 4.461, 0.376, 0.982, 0.143
00116, 5.468, 3.621, 4.445, 0.368, 0.984, 0.148
00117, 5.466, 3.591, 4.430, 0.361, 0.986, 0.154
00118, 5.466, 3.591, 4.414, 0.353, 0.987, 0.160
00119, 5.463, 3.557, 4.398, 0.345, 0.989, 0.165
00120, 5.462, 3.549, 4.383, 0.338, 0.991, 0.171
00121, 5.458, 3.511, 4.367, 0.331, 0.992, 0.177
00122, 5.458, 3.502, 4.351, 0.323, 0.993, 0.183
00123, 5.455, 3.477, 4.335, 0.316, 0.995, 0.189
00124, 5.455, 3.477, 4.320, 0.309, 0.996, 0.196
00125, 5.451, 3.435, 4.304, 0.301, 0.997, 0.202
00126, 5.451, 3.435, 4.288, 0.294, 0.998, 0.208
00127, 5.451, 3.426, 4.273, 0.287, 0.998, 0.215
00128, 5.447, 3.384, 4.257, 0.280, 0.999, 0.221
00129, 5.446, 3.376, 4.241, 0.273, 0.999, 0.228
00130, 5.446, 3.376, 4.225, 0.266, 1.000, 0.234
00131, 5.441, 3.325, 4.210, 0.259, 1.000, 0.241
00132, 5.441, 3.321, 4.194, 0.252, 1.000, 0.248
00133, 5.439, 3.296, 4.178, 0.245, 1.000, 0.255
00134, 5.437, 3.275, 4.163, 0.239, 1.000, 0.261
00135, 5.435, 3.249, 4.147, 0.232, 1.000, 0.268
00136, 5.768, 0.637, 4.131, 0.225, 0.999, 0.275
00137, 5.433, 3.232, 4.115, 0.219, 0.999, 0.282
00138, 5.430, 3.199, 4.100, 0.212, 0.998, 0.289
00139, 5.428, 3.177, 4.084, 0.206, 0.997, 0.297
00140, 5.426, 3.161, 4.068, 0.200, 0.996, 0.304
00141, 5.425, 3.144, 4.053, 0.194, 0.995, 0.311
00142, 5.425, 3.139, 4.037, 0.187, 0.994, 0.318
00143, 5.423, 3.127, 4.021, 0.181, 0.993, 0.326
00144, 5.421, 3.097, 4.006, 0.175, 0.992, 0.333
00145, 6.031, 3.532, 3.990, 0.169, 0.990, 0.341
00146, 5.418, 3.072, 3.974, 0.163, 0.989, 0.348
00147, 5.418, 3.068, 3.958, 0.158, 0.987, 0.355
00148, 5.415, 3.030, 3.943, 0.152, 0.985, 0.363
00149, 5.413, 3.017, 3.927, 0.146, 0.983, 0.371
00150, 5.412, 3.000, 3.911, 0.141, 0.981, 0.378
00151, 5.410, 2.975, 3.896, 0.136, 0.979, 0.386
00152, 5.408, 2.962, 3.880, 0.130, 0.976, 0.393
00153, 5.408, 2.962, 3.864, 0.125, 0.974, 0.401
00154, 5.405, 2.928, 3.848, 0.120, 0.971, 0.409
00155, 5.403, 2.903, 3.833, 0.115, 0.969, 0.417
00156, 5.402, 2.891, 3.817, 0.110, 0.966, 0.424
00157, 5.401, 2.878, 3.801, 0.105, 0.963, 0.432
00158, 5.399, 2.861, 3.786, 0.100, 0.960, 0.440
00159, 5.398, 2.844, 3.770, 0.095, 0.957, 0.448
00160, 5.397, 2.836, 3.754, 0.091, 0.954, 0.456
00161, 5.395, 2.810, 3.738, 0.086, 0.950, 0.463
00162, 5.395, 2.819, 3.723, 0.082, 0.947, 0.471
00163, 5.392, 2.785, 3.707, 0.078, 0.943, 0.479
00164, 5.392, 2.785, 3.691, 0.074, 0.939, 0.487
00165, 5.392, 2.785, 3.676, 0.070, 0.936, 0.495
00166, 5.391, 2.768, 3.660, 0.066, 0.932, 0.503
00167, 5.390, 2.764, 3.644, 0.062, 0.928, 0.510
00168, 5.389, 2.747, 3.629, 0.058, 0.924, 0.518
00169, 5.389, 2.751, 3.613, 0.054, 0.919, 0.526
00170, 5.387, 2.726, 3.597, 0.051, 0.915, 0.534
00171, 5.388, 2.734, 3.581, 0.048, 0.911, 0.542
00172, 5.386, 2.713, 3.566, 0.044, 0.906, 0.550
00173, 5.384, 2.692, 3.550, 0.041, 0.901, 0.557
00174, 5.384, 2.688, 3.534, 0.038, 0.897, 0.565
00175, 5.383, 2.684, 3.519, 0.035, 0.892, 0.573
00176, 5.382, 2.671, 3.503, 0.032, 0.887, 0.581
00177, 5.382, 2.671, 3.487, 0.030, 0.882, 0.589
00178, 5.380, 2.654, 3.471, 0.027, 0.877, 0.596
00179, 5.379, 2.642, 3.456, 0.024, 0.872, 0.604
00180, 5.933, 2.447, 3.440, 0.022, 0.866, 0.612
00181, 5.415, 3.038, 3.424, 0.020, 0.861, 0.619
00182, 5.377, 2.616, 3.409, 0.018, 0.855, 0.627
00183, 5.376, 2.608, 3.393, 0.016, 0.850, 0.634
00184, 5.358, 2.409, 3.377, 0.014, 0.844, 0.642
00185, 5.346, 2.279, 3.362, 0.012, 0.838, 0.650
00186, 5.353, 2.350, 3.346, 0.010, 0.833, 0.657
00187, 5.352, 2.338, 3.330, 0.009, 0.827, 0.664
00188, 5.352, 2.338, 3.314, 0.007, 0.821, 0.672
00189, 5.352, 2.346, 3.299, 0.006, 0.815, 0.679
00190, 5.351, 2.334, 3.283, 0.005, 0.809, 0.686
00191, 5.351, 2.325, 3.267, 0.004, 0.802, 0.694
00192, 5.351, 2.329, 3.252, 0.003, 0.796, 0.701
00193, 5.350, 2.321, 3.236, 0.002, 0.790, 0.708
00194, 5.351, 2.325, 3.220, 0.002, 0.783, 0.715
00195, 5.350, 2.317, 3.204, 0.001, 0.777, 0.722
00196, 5.350, 2.317, 3.189, 0.001, 0.770, 0.729
00197, 5.349, 2.304, 3.173, 0.000, 0.763, 0.736
00198, 5.348, 2.300, 3.157, 0.000, 0.757, 0.743
00199, 5.351, 2.325, 3.142, 0.000, 0.750, 0.750
00200, 5.349, 2.312, 3.126, 0.000, 0.743, 0.757
00201, 5.345, 2.266, 3.110, 0.000, 0.736, 0.763
00202, 5.348, 2.296, 3.094, 0.001, 0.729, 0.770
00203, 5.347, 2.287, 3.079, 0.001, 0.722, 0.777
00204, 5.347, 2.283, 3.063, 0.002, 0.715, 0.783
00205, 5.347, 2.291, 3.047, 0.002, 0.708, 0.790
00206, 5.347, 2.287, 3.032, 0.003, 0.701, 0.796
00207, 5.346, 2.279, 3.016, 0.004, 0.694, 0.802
00208, 5.345, 2.266, 3.000, 0.005, 0.686, 0.809
00209, 5.345, 2.266, 2.985, 0.006, 0.679, 0.815
00210, 5.344, 2.253, 2.969, 0.007, 0.672, 0.821
00211, 5.344, 2.253, 2.953, 0.009, 0.664, 0.827
00212, 5.344, 2.258, 2.937, 0.010, 0.657, 0.833
00213, 5.342, 2.228, 2.922, 0.012, 0.650, 0.838
00214, 5.336, 2.165, 2.906, 0.014, 0.642, 0.844
00215, 5.316, 1.941, 2.890, 0.016, 0.634, 0.850
00216, 5.311, 1.890, 2.875, 0.018, 0.627, 0.855
00217, 5.318, 1.966, 2.859, 0.020, 0.619, 0.861
00218, 5.314, 1.924, 2.843, 0.022, 0.612, 0.866
00219, 5.313, 1.916, 2.827, 0.024, 0.604, 0.872
00220, 5.314, 1.920, 2.812, 0.027, 0.596, 0.877
00221, 5.312, 1.899, 2.796, 0.030, 0.589, 0.882
00222, 5.311, 1.895, 2.780, 0.032, 0.581, 0.887
00223, 5.311, 1.886, 2.765, 0.035, 0.573, 0.892
00224, 5.309, 1.869, 2.749, 0.038, 0.565, 0.897
00225, 5.308, 1.861, 2.733, 0.041, 0.557, 0.901
00226, 5.309, 1.865, 2.717, 0.044, 0.550, 0.906
00227, 5.306, 1.840, 2.702, 0.048, 0.542, 0.911
00228, 5.306, 1.836, 2.686, 0.051, 0.534, 0.915
00229, 5.305, 1.819, 2.670, 0.054, 0.526, 0.919
00230, 5.304, 1.814, 2.655, 0.058, 0.518, 0.924
00231, 5.303, 1.798, 2.639, 0.062, 0.510, 0.928
00232, 5.301, 1.785, 2.623, 0.066, 0.503, 0.932
00233, 5.301, 1.781, 2.608, 0.070, 0.495, 0.936
00234, 5.300, 1.768, 2.592, 0.074, 0.487, 0.939
00235, 5.298, 1.751, 2.576, 0.078, 0.479, 0.943
00236, 5.298, 1.747, 2.560, 0.082, 0.471, 0.947
00237, 5.296, 1.730, 2.545, 0.086, 0.463, 0.950
00238, 5.296, 1.726, 2.529, 0.091, 0.456, 0.954
00239, 5.295, 1.717, 2.513, 0.095, 0.448, 0.957
00240, 5.294, 1.701, 2.498, 0.100, 0.440, 0.960
00241, 5.292, 1.684, 2.482, 0.105, 0.432, 0.963
00242, 5.290, 1.663, 2.466, 0.110, 0.424, 0.966
00243, 5.289, 1.646, 2.450, 0.115, 0.417, 0.969
00244, 5.287, 1.625, 2.435, 0.120, 0.409, 0.971
00245, 5.285, 1.603, 2.419, 0.125, 0.401, 0.974
00246, 5.283, 1.582, 2.403, 0.130, 0.393, 0.976
00247, 5.281, 1.566, 2.388, 0.136, 0.386, 0.979
00248, 5.280, 1.549, 2.372, 0.141, 0.378, 0.981
00249, 5.279, 1.536, 2.356, 0.146, 0.371, 0.983
00250, 5.277, 1.519, 2.340, 0.152, 0.363, 0.985
00251, 5.275, 1.490, 2.325, 0.158, 0.355, 0.987
00252, 5.273, 1.477, 2.309, 0.163, 0.348, 0.989
00253, 5.271, 1.447, 2.293, 0.169, 0.341, 0.990
00254, 5.269, 1.430, 2.278, 0.175, 0.333, 0.992
00255, 5.267, 1.409, 2.262, 0.181, 0.326, 0.993
00256, 5.267, 1.405, 2.246, 0.187, 0.318, 0.994
00257, 5.265, 1.380, 2.231, 0.194, 0.311, 0.995
00258, 5.263, 1.363, 2.215, 0.200, 0.304, 0.996
00259, 5.262, 1.346, 2.199, 0.206, 0.297, 0.997
00260, 5.259, 1.317, 2.183, 0.212, 0.289, 0.998
00261, 5.258, 1.312, 2.168, 0.219, 0.282, 0.999
00262, 5.255, 1.274, 2.152, 0.225, 0.275, 0.999
00263, 5.254, 1.257, 2.136, 0.232, 0.268, 1.000
00264, 5.253, 1.249, 2.121, 0.239, 0.261, 1.000
00265, 5.249, 1.211, 2.105, 0.245, 0.255, 1.000
00266, 5.249, 1.207, 2.089, 0.252, 0.248, 1.000
00267, 5.246, 1.173, 2.073, 0.259, 0.241, 1.000
00268, 5.244, 1.156, 2.058, 0.266, 0.234, 1.000
00269, 5.244, 1.152, 2.042, 0.273, 0.228, 0.999
00270, 5.242, 1.127, 2.026, 0.280, 0.221, 0.999
00271, 5.239, 1.101, 2.011, 0.287, 0.215, 0.998
00272, 5.239, 1.097, 1.995, 0.294, 0.208, 0.998
00273, 5.237, 1.076, 1.979, 0.301, 0.202, 0.997
00274, 5.235, 1.055, 1.963, 0.309, 0.196, 0.996
00275, 5.234, 1.038, 1.948, 0.316, 0.189, 0.995
00276, 5.232, 1.021, 1.932, 0.323, 0.183, 0.993
00277, 5.230, 1.000, 1.916, 0.331, 0.177, 0.992
00278, 5.231, 1.013, 1.901, 0.338, 0.171, 0.991
00279, 5.229, 0.987, 1.885, 0.345, 0.165, 0.989
00280, 5.227, 0.962, 1.869, 0.353, 0.160, 0.987
00281, 5.388, 2.734, 1.854, 0.361, 0.154, 0.986
00282, 5.223, 0.924, 1.838, 0.368, 0.148, 0.984
00283, 5.222, 0.911, 1.822, 0.376, 0.143, 0.982
00284, 5.220, 0.886, 1.806, 0.383, 0.137, 0.979
00285, 5.219, 0.873, 1.791, 0.391, 0.132, 0.977
00286, 5.217, 0.857, 1.775, 0.399, 0.127, 0.975
00287, 5.216, 0.848, 1.759, 0.406, 0.122, 0.972
00288, 5.213, 0.810, 1.744, 0.414, 0.116, 0.970
00289, 5.211, 0.793, 1.728, 0.422, 0.111, 0.967
00290, 5.210, 0.781, 1.712, 0.430, 0.107, 0.964
00291, 5.208, 0.755, 1.696, 0.437, 0.102, 0.961
00292, 5.207, 0.743, 1.681, 0.445, 0.097, 0.958
00293, 5.206, 0.734, 1.665, 0.453, 0.092, 0.955
00294, 5.206, 0.730, 1.649, 0.461, 0.088, 0.951
00295, 5.204, 0.713, 1.634, 0.469, 0.084, 0.948
00296, 5.202, 0.696, 1.618, 0.476, 0.079, 0.944
00297, 5.202, 0.688, 1.602, 0.484, 0.075, 0.941
00298, 5.202, 0.696, 1.587, 0.492, 0.071, 0.937
00299, 5.201, 0.679, 1.571, 0.500, 0.067, 0.933
00300, 5.200, 0.667, 1.555, 0.508, 0.063, 0.929
00301, 5.199, 0.662, 1.539, 0.516, 0.059, 0.925
00302, 5.198, 0.641, 1.524, 0.524, 0.056, 0.921
00303, 5.197, 0.637, 1.508, 0.531, 0.052, 0.916
00304, 5.197, 0.633, 1.492, 0.539, 0.049, 0.912
00305, 5.196, 0.625, 1.477, 0.547, 0.045, 0.908
00306, 5.196, 0.625, 1.461, 0.555, 0.042, 0.903
00307, 5.193, 0.595, 1.445, 0.563, 0.039, 0.898
00308, 5.193, 0.591, 1.429, 0.570, 0.036, 0.893
00309, 5.193, 0.591, 1.414, 0.578, 0.033, 0.889
00310, 5.192, 0.578, 1.398, 0.586, 0.030, 0.884
00311, 5.189, 0.553, 1.382, 0.594, 0.028, 0.878
00312, 5.190, 0.557, 1.367, 0.601, 0.025, 0.873
00313, 5.189, 0.544, 1.351, 0.609, 0.023, 0.868
00314, 5.188, 0.532, 1.335, 0.617, 0.021, 0.863
00315, 5.188, 0.540, 1.319, 0.624, 0.018, 0.857
00316, 5.186, 0.519, 1.304, 0.632, 0.016, 0.852
00317, 5.186, 0.511, 1.288, 0.639, 0.014, 0.846
00318, 5.184, 0.494, 1.272, 0.647, 0.013, 0.840
00319, 5.181, 0.460, 1.257, 0.655, 0.011, 0.835
00320, 5.161, 0.245, 1.241, 0.662, 0.009, 0.829
00321, 5.148, 0.093, 1.225, 0.669, 0.008, 0.823
00322, 5.156, 0.181, 1.210, 0.677, 0.007, 0.817
00323, 5.155, 0.177, 1.194, 0.684, 0.005, 0.811
00324, 5.153, 0.156, 1.178, 0.691, 0.004, 0.804
00325, 5.155, 0.169, 1.162, 0.699, 0.003, 0.798
00326, 5.153, 0.148, 1.147, 0.706, 0.002, 0.792
00327, 5.153, 0.152, 1.131, 0.713, 0.002, 0.785
00328, 5.153, 0.156, 1.115, 0.720, 0.001, 0.779
00329, 5.153, 0.152, 1.100, 0.727, 0.001, 0.772
00330, 5.153, 0.148, 1.084, 0.734, 0.000, 0.766
00331, 5.153, 0.156, 1.068, 0.741, 0.000, 0.759
00332, 5.152, 0.139, 1.052, 0.748, 0.000, 0.752
00333, 5.105, 5.912, 1.037, 0.755, 0.000, 0.745
00334, 5.151, 0.131, 1.021, 0.761, 0.000, 0.739
00335, 5.154, 0.160, 1.005, 0.768, 0.000, 0.732
00336, 5.149, 0.110, 0.990, 0.775, 0.001, 0.725
00337, 5.150, 0.114, 0.974, 0.781, 0.001, 0.718
00338, 5.151, 0.131, 0.958, 0.788, 0.002, 0.711
00339, 5.148, 0.101, 0.942, 0.794, 0.003, 0.703
00340, 5.150, 0.122, 0.927, 0.800, 0.004, 0.696
00341, 5.149, 0.110, 0.911, 0.806, 0.005, 0.689
00342, 5.148, 0.101, 0.895, 0.813, 0.006, 0.682
00343, 5.149, 0.110, 0.880, 0.819, 0.007, 0.674
00344, 5.147, 0.089, 0.864, 0.825, 0.008, 0.667
00345, 5.148, 0.101, 0.848, 0.831, 0.010, 0.659
00346, 5.148, 0.097, 0.833, 0.837, 0.011, 0.652
00347, 5.148, 0.097, 0.817, 0.842, 0.013, 0.645
00348, 5.148, 0.093, 0.801, 0.848, 0.015, 0.637
00349, 5.148, 0.093, 0.785, 0.854, 0.017, 0.629
00350, 5.143, 0.046, 0.770, 0.859, 0.019, 0.622
00351, 5.122, 6.089, 0.754, 0.864, 0.021, 0.614
00352, 5.113, 5.996, 0.738, 0.870, 0.024, 0.607
00353, 5.122, 6.098, 0.723, 0.875, 0.026, 0.599
00354, 5.118, 6.051, 0.707, 0.880, 0.029, 0.591
00355, 5.119, 6.055, 0.691, 0.885, 0.031, 0.583
00356, 5.117, 6.043, 0.675, 0.890, 0.034, 0.576
00357, 5.116, 6.026, 0.660, 0.895, 0.037, 0.568
00358, 5.115, 6.022, 0.644, 0.900, 0.040, 0.560
00359, 5.116, 6.026, 0.628, 0.905, 0.043, 0.552
00360, 5.114, 6.009, 0.613, 0.909, 0.046, 0.544
00361, 5.113, 5.996, 0.597, 0.914, 0.050, 0.537
00362, 5.112, 5.988, 0.581, 0.918, 0.053, 0.529
00363, 5.111, 5.971, 0.565, 0.922, 0.057, 0.521
00364, 5.111, 5.971, 0.550, 0.926, 0.061, 0.513
00365, 5.110, 5.958, 0.534, 0.930, 0.064, 0.505
00366, 5.122, 6.093, 0.518, 0.934, 0.068, 0.497
00367, 5.107, 5.933, 0.503, 0.938, 0.072, 0.490
00368, 5.107, 5.929, 0.487, 0.942, 0.076, 0.482
00369, 5.106, 5.920, 0.471, 0.946, 0.081, 0.474
00370, 5.106, 5.916, 0.456, 0.949, 0.085, 0.466
00371, 5.103, 5.887, 0.440, 0.952, 0.089, 0.458
00372, 5.103, 5.887, 0.424, 0.956, 0.094, 0.450
00373, 5.102, 5.878, 0.408, 0.959, 0.099, 0.443
00374, 5.102, 5.878, 0.393, 0.962, 0.103, 0.435
00375, 5.487, 3.823, 0.377, 0.965, 0.108, 0.427
00376, 5.099, 5.840, 0.361, 0.968, 0.113, 0.419
00377, 5.097, 5.823, 0.346, 0.970, 0.118, 0.411
00378, 5.096, 5.811, 0.330, 0.973, 0.123, 0.404
00379, 5.093, 5.777, 0.314, 0.976, 0.128, 0.396
00380, 5.094, 5.785, 0.298, 0.978, 0.134, 0.388
00381, 5.091, 5.756, 0.283, 0.980, 0.139, 0.381
00382, 5.090, 5.739, 0.267, 0.982, 0.145, 0.373
00383, 5.089, 5.730, 0.251, 0.984, 0.150, 0.366
00384, 5.088, 5.718, 0.236, 0.986, 0.156, 0.358
00385, 5.087, 5.705, 0.220, 0.988, 0.162, 0.350
00386, 5.084, 5.676, 0.204, 0.990, 0.167, 0.343
00387, 5.084, 5.676, 0.188, 0.991, 0.173, 0.336
00388, 5.082, 5.654, 0.173, 0.993, 0.179, 0.328
00389, 5.079, 5.616, 0.157, 0.994, 0.185, 0.321
00390, 5.078, 5.612, 0.141, 0.995, 0.191, 0.314
00391, 5.077, 5.604, 0.126, 0.996, 0.198, 0.306
00392, 5.077, 5.595, 0.110, 0.997, 0.204, 0.299
00393, 5.075, 5.578, 0.094, 0.998, 0.210, 0.292
00394, 5.074, 5.562, 0.079, 0.998, 0.217, 0.285
00395, 5.071, 5.532, 0.063, 0.999, 0.223, 0.278
00396, 5.069, 5.511, 0.047, 0.999, 0.230, 0.271
00397, 5.069, 5.511, 0.031, 1.000, 0.237, 0.264
00398, 5.067, 5.486, 0.016, 1.000, 0.243, 0.257
00399, 5.064, 5.456, 6.283, 1.000, 0.250, 0.250
00400, 5.063, 5.443, 6.267, 1.000, 0.257, 0.243
00401, 5.062, 5.431, 6.252, 1.000, 0.264, 0.237
00402, 5.060, 5.410, 6.236, 0.999, 0.271, 0.230
00403, 5.057, 5.376, 6.220, 0.999, 0.278, 0.223
00404, 5.054, 5.351, 6.205, 0.998, 0.285, 0.217
00405, 5.054, 5.342, 6.189, 0.998, 0.292, 0.210
00406, 5.053, 5.334, 6.173, 0.997, 0.299, 0.204
00407, 5.050, 5.304, 6.158, 0.996, 0.306, 0.198
00408, 5.048, 5.283, 6.142, 0.995, 0.314, 0.191
00409, 5.048, 5.275, 6.126, 0.994, 0.321, 0.185
00410, 5.046, 5.262, 6.110, 0.993, 0.328, 0.179
00411, 5.045, 5.245, 6.095, 0.991, 0.336, 0.173
00412, 5.043, 5.224, 6.079, 0.990, 0.343, 0.167
00413, 5.040, 5.194, 6.063, 0.988, 0.350, 0.162
00414, 1.898, 2.038, 6.048, 0.986, 0.358, 0.156
00415, 5.037, 5.161, 6.032, 0.984, 0.366, 0.150
00416, 5.036, 5.144, 6.016, 0.982, 0.373, 0.145
00417, 5.035, 5.131, 6.000, 0.980, 0.381, 0.139
00418, 5.033, 5.110, 5.985, 0.978, 0.388, 0.134
00419, 5.031, 5.093, 5.969, 0.976, 0.396, 0.128
