 7030049,   175,  1980,    53,  4676,    60
 7040050,   170,  1960,    48,  4657,    55
 7050048,   165,  1937,    43,  4638,    51
 7060049,   160,  1913,    37,  4617,    46
 7070048,   155,  1894,    32,  4600,    42
 7080049,   150,  1879,    29,  4585,    38
 7090049,   145,  1860,    24,  4558,    32
 7100048,   140,  1832,    17,  4537,    26
 7110048,   135,  1794,     8,  4523,    23
 7120048,   130,  1763,     1,  4508,    19
 7130048,   125,  1739,   355,  4490,    15
 7140050,   120,  1718,   350,  4473,    11
 7150049,   115,  1688,   343,  4451,     6
 7160049,   110,  1655,   335,  4428,     0
 7170049,   105,  1625,   327,  4406,   355
 7180049,   100,  1605,   323,  4385,   350
 7190048,    95,  1586,   318,  4371,   346
 7200048,    90,  1568,   314,  4352,   342
 7210048,    85,  1548,   309,  4328,   336
 7220049,    80,  1536,   306,  4302,   330
 7230048,    75,  1518,   302,  4280,   324
 7240049,    70,  1506,   299,  4264,   320
 7250047,    65,  1486,   294,  4244,   316
 7260048,    60,  1462,   288,  4213,   308
 7270050,    55,  1439,   282,  4181,   300
 7280049,    50,  1416,   277,  4150,   293
 7290050,    45,  1398,   272,  4122,   286
 7300049,    40,  1382,   269,  4106,   282
 7310050,    35,  1366,   265,  4086,   277
 7320049,    30,  1350,   261,  4059,   271
 7330050,    25,  1332,   257,  4035,   265
 7340049,    20,  1315,   252,  4013,   260
 7350049,    15,  1301,   249,  3997,   256
 7360049,    10,  1288,   246,  3984,   253
 7370050,     5,  1272,   242,  3960,   247
 7380050,     0,  1258,   239,  3935,   241
 7390047,   355,  1239,   234,  3913,   236
 7400047,   350,  1221,   230,  3894,   231
 7410047,   345,  1196,   224,  3875,   226
 7420047,   340,  1167,   217,  3854,   221
 7430047,   335,  1147,   212,  3838,   217
 7440048,   330,  1124,   206,  3812,   211
 7450048,   325,  1103,   201,  3793,   207
 7460050,   320,  1071,   193,  3777,   203
 7470049,   315,  1039,   186,  3760,   199
 7480050,   310,  1018,   181,  3749,   196
 7490049,   305,   994,   175,  3730,   191
 7500047,   300,   974,   170,  3713,   187
 7510048,   295,   938,   161,  3692,   182
 7520047,   290,   903,   153,  3667,   176
 7530048,   285,   882,   148,  3645,   171
 7540047,   280,   867,   144,  3629,   167
 7550049,   275,   849,   140,  3614,   163
 7560050,   270,   831,   135,  3594,   158
 7570050,   265,   810,   130,  3570,   153
 7580050,   260,   793,   126,  3545,   147
 7590050,   255,   777,   122,  3517,   140
 7600049,   250,   761,   118,  3499,   135
 7610049,   245,   741,   114,  3473,   129
 7620049,   240,   718,   108,  3450,   124
 7630049,   235,   694,   102,  3419,   116
 7640048,   230,   674,    97,  3387,   108
 7650048,   225,   657,    93,  3353,   100
 7660048,   220,   645,    90,  3331,    95
 7670048,   215,   629,    87,  3304,    88
 7680048,   210,   614,    83,  3278,    82
 7690048,   205,   599,    79,  3258,    77
 7700049,   200,   585,    76,  3246,    74
 7710047,   195,   564,    71,  3231,    71
 7720049,   190,   551,    68,  3214,    67
 7730047,   185,   538,    65,  3193,    61
 7740049,   180,   520,    60,  3172,    56
 7750050,   175,   506,    57,  3150,    51
 7760049,   170,   481,    51,  3127,    46
 7770050,   165,   454,    44,  3112,    42
 7780048,   160,   420,    36,  3092,    37
 7790049,   155,   399,    31,  3072,    32
 7800047,   150,   379,    26,  3055,    28
 7810048,   145,   357,    21,  3038,    24
 7820047,   140,   330,    14,  3020,    20
 7830047,   135,   300,     7,  3004,    16
 7840050,   130,   279,     2,  2990,    12
 7850050,   125,   258,   357,  2972,     8
 7860050,   120,   232,   351,  2957,     4
 7870049,   115,   207,   345,  2937,     0
 7880049,   110,   177,   337,  2915,   354
 7890048,   105,   156,   332,  2893,   349
 7900048,   100,   141,   329,  2870,   343
 7910047,    95,   119,   323,  2854,   340
 7920050,    90,    99,   318,  2837,   335
 7930049,    85,    79,   314,  2813,   330
 7940048,    80,    61,   309,  2786,   323
 7950049,    75,    47,   306,  2760,   317
 7960047,    70,    33,   302,  2741,   312
 7970049,    65,    13,   298,  2717,   306
 7980050,    60, 16374,   293,  2688,   299
 7990049,    55, 16356,   289,  2651,   290
 8000050,    50, 16337,   284,  2613,   281
 8010048,    45, 16322,   281,  2580,   273
 8020050,    40, 16305,   277,  2557,   268
 8030049,    35, 16296,   274,  2537,   263
 8040050,    30, 16278,   270,  2519,   259
 8050049,    25, 16262,   266,  2506,   255
 8060049,    20, 16242,   261,  2490,   252
 8070049,    15, 16222,   257,  2473,   247
 8080049,    10, 16205,   252,  2455,   243
 8090049,     5, 16194,   250,  2435,   238
 8100049,     0, 16176,   245,  2411,   232
 8110049,   355, 16153,   240,  2394,   228
 8120048,   350, 16126,   233,  2375,   224
 8130048,   345, 16097,   226,  2358,   220
 8140048,   340, 16073,   221,  2344,   216
 8150048,   335, 16055,   216,  2323,   211
 8160048,   330, 16037,   212,  2306,   207
